task,occupation,company_count,company
"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",Travel Agents,75,AutoComputer; Netomi; Mosaix.ai; Leaping AI; CopyCat; VOIQ; Xobni; Letter AI; Skyvern; Verbiflow; Abbot; Velos; Boundo; Marblism; rift; Powerdocs; Aqua Voice; crmCopilot; Hickory; Fluently; Lovage; Flockjay; MailTime; Sapling.ai; Wattson Health; DryMerge; Protegee; Elyos; Ergo; Wolfia; Voiceops; Bicycle AI; Clara Labs; Onward; SilkChart; Dexterity; EzDubs; Axiom.ai; Unbabel; Symphony; Typewise; Percept.AI; Nara; Giga ML; Roger; Zuni; Martin; Latent Space; Podium; Cue; Hyperbound; Tetra; Sendblue; Apten; Basepilot; Moots AI; Autotab; Proxis; Trellus; Letterdrop; Lysto; Willow; Conduit; FuseAI; OpenSight; Struct; Cobbery; Solidroad; Vaero; Marr Labs; Fini; Stamp; Opencall.ai; Octolane AI; Sentiyen
"Compute costs of records furnished to requesters, and write letters to obtain payment.",Correspondence Clerks,60,Extend; AutoComputer; Sola; Mosaix.ai; Feather; LinkGrep; CopyCat; Cohere; General Agency; Velos; Automat; Marblism; Aqua Voice; Akiflow; Stack AI; Dropbox; MailTime; Heron Data; Aldara; Sapling.ai; Callback; Dialect; Repacket; Elyos; Friday; Tasker AI; Iambiq Technologies; Cenote; CambioML; Hatch; Clara Labs; Dexterity; Lumina; Axiom.ai; MindFi; Credal.ai; Handl; Whirlscape; Respaid; Martin; Zuni; VectorShift; Yuma AI; Argovox; Senso; TypeLess; HOAi; Basepilot; Autotab; Proxis; Willow; Vaero; SciPhi; Onyx; Stamp; Sei; Seals AI; ElectroNeek; TamLabs; Luminai
"Compute credit terms, discounts, shipment charges, or rates for goods or services to complete billing documents.",Billing and Posting Clerks,110,"CoreCare; Langdock; Salient; Extend; Razorpay; Forage Mail; Parsewise; Zeit AI; Dimely; Skyvern; Automat; Remy; WorkDone; Tesorio; Toothy AI; Ember; Wattson Health; Friday; Fazeshift; Amby Health; CambioML; Hatch; Paradigm; Finnt; Credal.ai; Handl; Curacel; Argovox; Egress Health; StarJar; TrueClaim; SciPhi; Recurrency; Seals AI; Jestor; AutoComputer; Sola; Rada; FlyCode; Speedy Labs; Sennu AI; Clearest Health; Aldara; Callback; Anasen; Sway Finance; Iambiq Technologies; Cenote; Clara Labs; Dexterity; Arintra; Peppr AI; Pideaky; Veryfi, Inc.; Compose.ai; Willow; CombineHealth; Karmen; Klarity; Pax; Lighthouz AI; Sphere; Shift Health; Feather; CopyCat; Brewit; General Agency; Agentive; Velos; Aqua Voice; MailTime; Shiboleth; Truewind; Tasker AI; LedgerUp; Lumina; Axiom.ai; Finosu; VectorShift; Dev Tools AI; Fuse; Autotab; Substrate; Blue Onion; Decoda Health; Magic Loops; Sei; HOAi; Shape; Tabular; Soraban; Corgi; Stack AI; Chorrie; Heron Data; Finlens; Pyq AI; NanoNets; Concourse; Brex; Respaid; Glimpse; Valora; Basepilot; Slicker; Merlin AI; Guardian AI; JustPaid.ai; ElectroNeek; Luminai"
"Compute customer's installation or production costs and estimate savings from new services, products, or equipment.","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",259,"Langdock; BIK; Pivot Robotics; LinkGrep; Stacksi; Letter AI; Abbot; Lifecast; Boundo; rift; Mentum; Abalone Bio; crmCopilot; GrepData; Inventive AI; Hickory; Guardian RF; Lovage; Flockjay; AiSDR; Dialect; Pumpkin; Wattson Health; Origami; Layerup; Motion; Truva; CambioML; SilkChart; Floworks; Hatch; Tiny; inBalance; Iris Automation; Giga ML; Ponyrun; Charge Robotics; Tenderd; Meta; Persana AI; Fabius; Conductor Quantum; Arpeggio Bio; Dime; Apollo.io; Radical; Thrive Agritech; Dot; Meticulate; Lysto; Vector; Vaero; Coldreach; Demodesk; Stamp; Spinach AI; Seals AI; Recurrency; Flyflow; DeepSim, Inc.; AutoComputer; Xobni; Mutiny; Netomi; Speedy Labs; Cargo; Scribe; Ultra; Sennu AI; throxy; Nextera Robotics; Dropbox; Fluently; Metalware; Sweetspot; Birch Biosciences; Praxis AI; Cedalio; DryMerge; Slik; Saleswhale; Bucket Robotics; Thorntale; SalesPatriot; Pernell; Unhaze; Warmly,; Anasen; Topo; Overview; Clara Labs; Dexterity; EzDubs; EARTH AI; Odo; Typewise; PromptLoop; Sendbird; Unbabel; 20n; Fathom; Plivo; Flike; Hindsight; Venta AI; Namecard.ai; Spiral Genetics; RADAR; et al.; Jasmine Energy; StackLead; TigerEye; Exa Laboratories; Scale AI; Willow; UserGems; FuseAI; Cobbery; Solidroad; Bluebirds; Lavo Life Sciences; Sentiyen; Optilly/Installmonetizer; Mosaix.ai; Taskade; Tensil; Marblism; Aqua Voice; Candid; Tailor-ED; Deepnight; Govly; MailTime; Relativity Space; Popsy; IoTFlows Inc; Vizy; Piramidal; Maya Labs; Elyos; Ergo; Wolfia; Outlit; Niles; Bicycle AI; Medium Biosciences; Kular; Corvus Robotics; Lumina; People.ai; Axiom.ai; Symphony; Percept.AI; Wingman; Fiber AI; Nara; Martin; Agentin AI; Zuni; Enable Us; Reduced Energy Microsystems; VectorShift; Vendah; Tetra; Cue; Sendblue; Breadcrumbs.io; ShortLoop; JuziBot; Distro; Macromoltek; Ciro; Autotab; Proxis; Paragon AI; Query Vary; Windsor; Raycaster; Omni; Carbic; HyLight; LeadGenius; Marr Labs; Opencall.ai; Gluetrail; Palifer; Rain Neuromorphics; Champ; CoffeeAI; Swades AI; Cedar; Leaping AI; Findly; Inlet; VOIQ; Strong Compute; Verbiflow; SynthioLabs; SalesSift; Powerdocs; OpenFunnel; Mica AI; Penguin AI; Tuesday; Innate; Airmada; Rivia.AI; Nabla Bio; Watto AI; CozmoX AI; Candor; Sapling.ai; FirstQuadrant; Array Labs; Den; Voiceops; Axross Pte Ltd; Onward; Anthrogen; RMFG; Brainbase; TRACTIAN; Paperplane; Pando Bioscience; Roger; Silogy; Raven; Podium; AlphaWatch AI; Sculpt; Casixty; Hyperbound; Criya; Bindwell; HockeyStack; Datrics; Traversal Networks; Basepilot; Echo; Moots AI; Industrial Next; Trellus; Lopus AI; Ligo Biosciences; Yarn; Artisan; Patika; Almond; Cerrion; Dioptra; Letterdrop; Cuckoo Labs; OpenSight; Presto; OpenMeter; Venu AI; Fini; PowerX; Octolane AI"
"Compute figures such as balances, totals, or commissions.",First-Line Supervisors of Office and Administrative Support Workers,85,CoreCare; Langdock; Salient; Forage Mail; Parsewise; Zeit AI; Stellar; Toothy AI; Aden; Moonglow; Dialect; Friday; Motion; Hatch; Floworks; Credal.ai; SciPhi; Stamp; Recurrency; Jestor; trebu; Cohere; Avallon AI; Netomi; Workflow86; Sennu AI; Aldara; DryMerge; Anasen; Dexterity; Deel; VoxOps AI; Sendbird; Peppr AI; SprintAI; Willow; Solidroad; Lighthouz AI; Shift Health; Mosaix.ai; Feather; Taskade; General Agency; Sidenote; Phonely; Velos; Marblism; Aqua Voice; Prodigal; MailTime; Vizy; Elyos; Tasker AI; Bicycle AI; Lumina; Axiom.ai; Martin; VectorShift; Tetra; Dev Tools AI; Cue; Open; Autotab; Magic Loops; Sei; HOAi; Sigma AI; Intelligent; MosaicVoice; Shape; Intryc; Observe.AI; Fragment; Akiflow; Stack AI; Heron Data; Harbera; PearAI; Den; Pyq AI; Basedash; Basepilot; Merlin AI; Retell AI; Inkling
"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",Appraisers and Assessors of Real Estate,27,Feather; General Agency; MarketBrief; InspectMind AI; Flair Labs; HUD; HOMLI; dili; Just Appraised; PropRise; Trueplace; Array Labs; Plume; WeatherCheck; Iambiq Technologies; Matterport; Slidely AI; CambioML; Glimmer; expand.ai; Parsagon; Willow; Cambio; Astro; Onyx; Dataherald; Epsilla
"Compute geodetic measurements and interpret survey data to determine positions, shapes, and elevations of geomorphic and topographic features.",Surveyors,25,Mach9; Parsewise; General Agency; Reprompt; InspectMind AI; DigitalCarbon; Airmada; Dropbox; Moonglow; Pina Earth; Array Labs; Tasker AI; Spark; Clara Labs; Glimmer; EARTH AI; Iris Automation; CrowdAI; Meta; et al.; KorrAI; Cogram; Traverse Technologies; Astro; Matterport
"Compute horizontal and vertical coordinates of control networks, using direct leveling or other geodetic survey techniques, such as triangulation, trilateration, and traversing, to establish features of the Earth's surface.",Geodetic Surveyors,25,Mach9; Parsewise; General Agency; Reprompt; InspectMind AI; DigitalCarbon; Airmada; Dropbox; Moonglow; Pina Earth; Array Labs; Tasker AI; Spark; Clara Labs; Glimmer; EARTH AI; Iris Automation; CrowdAI; Meta; et al.; KorrAI; Cogram; Traverse Technologies; Astro; Matterport
"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",Civil Engineers,52,Waypoint Transit; Mach9; InspectMind AI; Silurian; Draftaid; UpCodes; Dream3D; Nextera Robotics; Airmada; Dropbox; Leeroo; Precip; Moonglow; Bild AI; Bilanc; Rescale; Narrative; BotBuilt; Spark; Elessar; Tasker AI; Hatch; Glimmer; Clara Labs; Matterport; Atmo; Offstream; Tenderd; DigiBuild; Auro Robotics; TANGObuilder; May Mobility; Zeitview; SchemeFlow; et al.; Patchwork; KorrAI; Faction; Cogram; Merlin AI; Paperspace; Provision; Traverse Technologies; Astro; Macadamia; Lamin; WeReno; PowerX; Roundabout Technologies; Ontra Mobility; Pirros; Gecko Robotics
"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",Mechanical Drafters,42,"Extend; Forage Mail; Parsewise; Draftaid; UpCodes; Dream3D; Nextera Robotics; Fluently; Relativity Space; Bild AI; Forerunner AI; Bilanc; Tuesday Lab; BotBuilt; Layerup; Tasker AI; Elessar; Hatch; CambioML; Glimmer; camfer; RMFG; Atomic Industries; Adam; Raven; Tenderd; Sculpt; Auctor; Hestus, Inc.; Chonkie; et al.; Industrial Next; Patchwork; Radical; Cogram; Open Motors; Paperspace; Provision; Macadamia; Navier AI; Matterport; Pirros"
Compute or record photonic test data.,Photonics Technicians,17,"Tiny; Deepnight; Carousel Technologies; Omni; Phind; Shape; Tenderd; Vizy; Neptyne; Radical; Exosonic, Inc.; Thrive Agritech; Clara Labs; Elyos; CambioML; HUD; Paradigm"
Compute payment schedules.,Loan Officers,109,Salient; Extend; Parsewise; Docsum; Zeit AI; Veriff; Rabbet; Leeroo; Melder; Trellis; Dialect; Wattson Health; Hatch; CambioML; Paradigm; Pulse; Handl; Trébol; Ardis AI; Spade; Winford Wealth; Senso; Lysto; SciPhi; Inscribe; Trace; Stamp; Epsilla; Next Caller; AutoComputer; Sola; Reducto; Redouble AI; Authologic; Kastle; amiloz; dili; Truora; Fluently; Bankjoy; Pernell; Anasen; Iambiq Technologies; Clara Labs; Glimmer; Dexterity; Plutto; Tejas AI; Fathom; Airweave; Tile; Casca; Asteroid; Willow; Superagent; FirstIgnite; Onyx; Klarity; Fintelite; Feather; PandasAI; CopyCat; Brewit; Mintplex Labs; General Agency; Sidenote; Askdata; Velos; Aqua Voice; CreatorOS; MailTime; Patterns; Approval AI; Elyos; Tasker AI; Symphony; Finosu; Zuni; Dev Tools AI; Dojah Inc; Axle; Orbio Earth; Autotab; Accend; Outerport; Shape; HUD; Flair Labs; Stack AI; OmniAI; Heron Data; Simple AI; The Forecasting Company; Onward; AviaryAI; NanoNets; Paperplane; Valora; AlphaWatch AI; Basedash; Datrics; Basepilot; Arva AI; Baubap; Defog.ai; Carousel Technologies; Rollstack; Two Dots; Luminai
"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",Logistics Analysts,166,"Langdock; Mito; Le Tote; Orbiter; Parsewise; Zeit AI; Quivr; Skyvern; Hypermile; Mentum; Rider; Leeroo; Aden; Moonglow; Trueplace; DoorDash; Metreecs; Layerup; Motion; Hatch; CambioML; Paradigm; Tiny; Credal.ai; Toma; Iris Automation; Tenderd; Semantics3; Nowports; May Mobility; kater.ai; Warpfy; Buster; Dexter; Unravel Carbon; Dot; WareIQ; Mandel AI; Blink; Recurrency; Struct; Spinach AI; Jestor; Dataherald; trebu; Epsilla; Lume; AutoComputer; Sola; Kisan Network; Vooma; Ridecell; Workflow86; LogisticsOS; autone; Narrative; Anasen; Iambiq Technologies; Clara Labs; Dexterity; Atmo; numericcal, inc.; Shelf Engine; Flux Auto; Peppr AI; Powerhouse AI; Airweave; Tile; Asteroid; SprintAI; Willow; Superagent; Neptyne; FirstIgnite; OneStopKitchen; Embark Trucks; Kobo360; CommodityAI; Pyka; PandasAI; CopyCat; Brewit; Taskade; General Agency; BeGo; Askdata; Velos; Astrix Health; Mars Auto; Robby Technologies; MailTime; Relativity Space; Cartage; Elyos; Tasker AI; ShipBlu; TrackChain; MindsDB; Lumina; Corvus Robotics; Axiom.ai; Estimote, Inc.; Retape; camelAI; Agentin AI; DigiBuild; Taktile; Dev Tools AI; IvyCheck; Azalea Robotics Corporation; Autotab; RoboTire; Vizly; Farmstead; Zimi; Redbird; Observant AI; Spherecast; Magic Loops; Auro Robotics; Palifer; Intelligent; SkydropX; Swades AI; Findly; Inlet; Shape; Panora; Yondu; FleetWorks; Vendora; Silurian; HUD; HappyRobot; Guac; Stack AI; Airmada; Gumloop; Precip; PearAI; The Forecasting Company; AutoPallet Robotics; MinusX; Linc.; Oway; Fountain9; Basedash; Datrics; GrubMarket; Basepilot; Turntable; Manaflow; Faction; expand.ai; Merlin AI; Defog.ai; Starsky Robotics; Carousel Technologies; Shipamax; Pathmind; Flirtey (SkyDrop); Focal Systems; Javelin Robotics; Menza; Inkling; Luminai"
"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables.",Tax Preparers,72,"SPRX; AutoComputer; Sola; Extend; Sphere; PandasAI; CopyCat; Next Caller; Parsewise; Reducto; Redouble AI; Brewit; General Agency; Sidenote; Mintplex Labs; Tabular; Velos; Soraban; Askdata; Aqua Voice; HUD; Afternoon.co; Stack AI; Fluently; OmniAI; Heron Data; Leeroo; Melder; MailTime; Bluebook; Finlens; Dialect; Pernell; Tasker AI; Iambiq Technologies; Hatch; CambioML; TaxGPT; Glimmer; Dexterity; Paradigm; Onward; NanoNets; Pulse; Handl; Clara Labs; Zuni; Ardis AI; Valora; Dev Tools AI; Winford Wealth; Airweave; Tile; Basepilot; Autotab; Veryfi, Inc.; Asteroid; Defog.ai; Willow; Superagent; Regology; Caribou; FirstIgnite; SciPhi; Onyx; Stamp; Tributi; Klarity; TokenOwl; Luminai; Epsilla; Pax"
Compute total charges for merchandise or services and shipping charges.,Order Clerks,82,"Extend; Parsewise; Skyvern; Rider; Wattson Health; Metreecs; CambioML; Paradigm; Credal.ai; Handl; Giga ML; WareIQ; Lysto; Stamp; Struct; Seals AI; Jestor; Recurrency; trebu; AutoComputer; Sola; Cohere; Avallon AI; outloud.ai; Twine; Callback; DryMerge; Repacket; Narrative; Pernell; Calltree AI; Iambiq Technologies; Clara Labs; Dexterity; Typewise; Plivo; Airweave; Veryfi, Inc.; Compose.ai; Willow; Dataland; Onyx; Klarity; CopyCat; Mintplex Labs; Velos; Aqua Voice; MailTime; Cartage; Elyos; Tasker AI; Lumina; Axiom.ai; Symphony; Percept.AI; Retape; Zuni; Tetra; Dev Tools AI; Distro; Autotab; Zimi; Marr Labs; Sei; SkydropX; VOIQ; Panora; Tranqui Finanzas; HUD; Guac; Stack AI; Hazel; Simple AI; Protegee; NanoNets; Linc.; Respaid; Basepilot; Brevy; Patika; Fini; JustPaid.ai"
"Compute total holdings, dividends, interest, transfer taxes, brokerage fees, or commissions and allocate appropriate payments to customers.",Brokerage Clerks,61,Greenboard; Langdock; Extend; Sola; CommodityAI; Lifted; CopyCat; Shape; Parsewise; Zeit AI; General Agency; Askdata; Velos; Automat; Aqua Voice; TradeFlow; HUD; Workflow86; Stack AI; Fluently; FrontPage; MailTime; Gumloop; GoldenBasis; Repacket; Elyos; Mindee; Pyq AI; Tasker AI; Iambiq Technologies; Hatch; CambioML; Glimmer; Anasen; Dexterity; Lumina; Axiom.ai; MindFi; Credal.ai; Clara Labs; Rocketable; camelAI; Martin; Dev Tools AI; GoLinks; Tile; Basepilot; Manaflow; Jasmine Energy; Autotab; Defog.ai; Willow; Blue Onion; FirstIgnite; Centauri AI; SciPhi; Onyx; Stamp; Magic Loops; Luminai; Lume
"Compute wages and deductions, and enter data into computers.",Payroll and Timekeeping Clerks,86,"CoreCare; Langdock; Razorpay; Extend; Lifted; Parsewise; Zeit AI; Automat; Hatch; CambioML; Paradigm; MindFi; Credal.ai; Handl; GoLinks; Alaan; SciPhi; Stamp; Jestor; Lume; AutoComputer; Sola; Reducto; Workflow86; Fluently; Clearest Health; Aldara; Repacket; Anasen; Iambiq Technologies; Clara Labs; Glimmer; Dexterity; Deel; FirstWork; Tile; Veryfi, Inc.; Willow; Zen99; CombineHealth; FirstIgnite; Onyx; Klarity; CommodityAI; Shift Health; CopyCat; DianaHR; General Agency; Askdata; Velos; Aqua Voice; Leena AI; MailTime; Elyos; Truewind; Tasker AI; Lumina; Axiom.ai; camelAI; Martin; Dev Tools AI; Autotab; Bolto; Blue Onion; Magic Loops; HOAi; Shape; Soraban; HUD; Stack AI; Heron Data; Gumloop; Finlens; Pasito; Mindee; Rocketable; Concourse; Brex; Basepilot; Manaflow; Merlin AI; Defog.ai; Humand; Bemlo; ElectroNeek; Luminai"
"Compute, record, and proofread data and other information, such as records or reports.","Office Clerks, General",122,"Greenboard; Langdock; CoreCare; Extend; Forage Mail; LinkGrep; Parsewise; Zeit AI; Skyvern; Automat; Toothy AI; Ply Health; Lovage; Dialect; Wattson Health; Friday; Truva; CambioML; Paradigm; Credal.ai; Handl; Giga ML; Slite; Argovox; Senso; GoLinks; StarJar; Sample; Focus Buddy; Alaan; Helpcare AI; Vaero; SciPhi; Stamp; Spinach AI; Jestor; trebu; TamLabs; AutoComputer; Sola; Solum Health; Cohere; Xobni; Arini; Scout; Dropbox; Sweetspot; Aldara; Callback; Repacket; Iambiq Technologies; Cenote; Slidely AI; Clara Labs; Dexterity; Typewise; Peppr AI; Airweave; Jasmine Energy; Veryfi, Inc.; Compose.ai; Willow; Dataland; Superagent; Cobbery; Onyx; Strada; Klarity; Type; Shift Health; Feather; CopyCat; Taskade; General Agency; Sidenote; Velos; Marblism; Aqua Voice; MailTime; Vizy; Elyos; Niles; Tasker AI; LedgerUp; Axiom.ai; Retape; Finosu; Martin; Zuni; VectorShift; Tetra; Dev Tools AI; Cue; Warpdrive by Synthetic Minds; Autotab; Opkit; Substrate; jo; Omni; Decoda Health; Opencall.ai; Sei; HOAi; Powerdocs; Soraban; Fragment; Lamar Health; Parallel; Akiflow; Stack AI; Heron Data; Gumloop; Sapling.ai; Finlens; Den; NanoNets; Minded; Hey Revia; Basepilot; Fini; ElectroNeek; Luminai"
"Compute, withhold, and account for all payroll deductions.",Treasurers and Controllers,176,"Greenboard; CoreCare; Salient; TRM Labs; Razorpay; Upsolve AI; Orbiter; Parsewise; Docsum; Zeit AI; Dimely; Tesorio; Pearson Labs; Rabbet; Algoriz; Melder; Trellis; Trueplace; Hudson Labs (formerly Bedrock AI); Friday; Fazeshift; Amby Health; CambioML; Finnt; inBalance; Handl; Toma; Trébol; Spade; kater.ai; Argovox; Domu Technology Inc.; Egress Health; Buster; TrueClaim; Dot; Weltio; Operand; Alaan; Inscribe; Diligent; Stamp; Recurrency; haddock; AutoComputer; Eloquent AI; Assembly HOA; FlyCode; MarketBrief; Speedy Labs; dili; Fluently; Aldara; Bankjoy; Callback; Sway Finance; Palomma; Clara Labs; Glimmer; Corgi Labs; Plutto; Deel; Coinrule; Greenlite; Tejas AI; Sphinx; Peppr AI; Tile; Decisional AI; Jasmine Energy; Pideaky; TigerEye; Veryfi, Inc.; Hadrius; Aidy; Superagent; Astro; CombineHealth; Neptyne; FirstIgnite; Caribou; Regology; Zen99; TripleZip; Karmen; Klarity; Dataglade; Fintelite; Pax; Lighthouz AI; Sphere; PandasAI; GreenTally; Alterya; Brewit; BlueHill Payments; General Agency; Agentive; Askdata; Leena AI; Revi; Prodigal; FrontPage; Patterns; Bluebook; PropRise; Shiboleth; LedgerUp; Telivy; CollectWise; Retape; Finosu; camelAI; Tetra; Dojah Inc; Fuse; Fira; Arthena; Redbird; Blue Onion; Gaiascope; Accend; Flagright; Bayesline; Elevate; Outerport; SPRX; Mesh; Findly; Shape; OffDeal; Tranqui Finanzas; Tabular; Soraban; Corgi; Fragment; TradeFlow; HUD; Saturn; Elayne; Heron Data; Quill AI; Finlens; GoldenBasis; The Forecasting Company; RiskCube; NanoNets; Dashdive; Rocketable; Paperplane; askLio; Concourse; Respaid; Brex; Glimpse; Valora; AlphaWatch AI; Basedash; Datrics; Basepilot; Tergle; Baubap; Slicker; Merlin AI; Defog.ai; Carousel Technologies; Harper; Fintool; Rollstack; Guardian AI; JustPaid.ai; Menza; Two Dots; Inkling; Finic; goodfin"
"Conduct analyses addressing issues such as failure, reliability, or yield improvement.",Microsystems Engineers,77,"Archbee; Diode Computers, Inc.; Leeroo; Layerup; Betterhalf; Elessar; Hatch; CambioML; Iris Automation; Ardis AI; Conductor Quantum; Dime; Klavis AI; Radical; Thrive Agritech; Hiration; AlgoSurg Inc; SciPhi; Stamp; Navier AI; Revise Robotics; Epsilla; DeepSim, Inc.; Fluently; Metalware; Forerunner AI; Rescale; Clara Labs; camfer; Andi; et al.; Partcl; Asteroid; Superagent; Macadamia; Khoj; Sophris; Pyka; Askdata; Tensil; Tailor-ED; Deepnight; Phind; Vizy; Artifact; Maya Labs; Starcloud; Tasker AI; Adam; Reduced Energy Microsystems; Hestus, Inc.; Azalea Robotics Corporation; SnapMagic; Raycaster; Simplifine; Omni; Redbird; Gecko Robotics; Rain Neuromorphics; Dalus; LineWise; Airmada; Yhat; Bilanc; Lune; Zendar; Silogy; Patchwork; Faction; Open Motors; Starsky Robotics; Flirtey (SkyDrop); Carousel Technologies; Cuckoo Labs; Paperspace; Lamin; UNISON"
